video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Frauen_Final_1_17,0,1,735.44,270.44,789.99,372.06,0.5556,768.63,290.35,0.9146,771.12,287.83,0.8676,766.4,287.49,0.8517,775.37,285.94,0.6494,762.66,285.05,0.5988,779.79,293.55,0.9855,756.23,292.64,0.9904,784.54,307.3,0.934,746.74,307.92,0.9472,779.51,313.63,0.9019,743.5,321.73,0.909,770.48,321.33,0.9877,756.05,320.36,0.9899,764.67,344.4,0.9654,751.71,343.29,0.9667,756.27,366.17,0.9141,749.54,365.03,0.9169
Moguls_Frauen_Final_1_17,1,1,729.74,273.56,784.45,375.34,0.408,766.76,294.4,0.9104,769.43,291.89,0.8625,764.62,291.38,0.8571,773.38,290.12,0.629,760.42,288.73,0.6121,776.13,298.29,0.9807,753.45,296.69,0.9887,778.94,311.76,0.9091,742.41,310.28,0.9391,773.23,315.32,0.8714,735.68,320.02,0.8965,766.62,327.33,0.9827,752.59,326.25,0.9867,760.49,349.93,0.952,747.42,348.86,0.9559,754.02,371.55,0.8942,744.66,370.44,0.9001
Moguls_Frauen_Final_1_17,3,1,728.68,284.01,783.09,385.53,0.3387,764.56,304.83,0.7771,766.75,302.51,0.6085,763.06,301.94,0.7118,769.68,300.89,0.3451,759.26,299.18,0.5595,771.89,309.25,0.9568,750.24,307.18,0.9821,775.35,322.8,0.8683,737.94,320.32,0.9569,769.07,322.13,0.8367,737.94,325.73,0.9233,764.01,344.55,0.9662,750.79,343.75,0.9787,759.38,366.99,0.8389,751.74,366.29,0.8835,754.96,381.47,0.5947,753.03,380.65,0.661
Moguls_Frauen_Final_1_17,4,1,731.26,288.36,778.85,376.3,0.4456,763.13,311.16,0.8212,765.4,308.67,0.6148,761.42,308.17,0.7795,768.91,306.15,0.2786,757.47,304.87,0.6444,770.79,312.03,0.9591,749.04,311.11,0.9873,775.29,319.76,0.8672,736.37,320.74,0.9711,770.76,317.39,0.8536,736.26,327.02,0.9486,763.5,342.52,0.9772,750.18,342.36,0.9872,768.82,360.15,0.9164,757.53,359.73,0.9495,763.85,371.68,0.7795,758.24,371.17,0.8439
Moguls_Frauen_Final_1_17,5,1,736.13,290.5,778.49,367.68,0.5919,762.7,308.46,0.7867,764.37,306.34,0.5853,761.35,306.06,0.725,766.92,305.26,0.3022,757.63,304.48,0.5964,769.74,312.26,0.9631,749.13,311.76,0.9851,775.67,320.46,0.8894,737.95,320.59,0.9646,770.97,316.56,0.8686,742.05,320.43,0.9389,764.92,341.03,0.978,751.87,341.21,0.9859,771.29,353.21,0.9226,757.25,353.2,0.9469,769.12,366.41,0.8098,759.15,366.49,0.8544
Moguls_Frauen_Final_1_17,8,1,728.34,279.62,781.06,374.5,0.5854,767.74,300.07,0.8668,769.76,297.5,0.7497,765.64,296.97,0.8266,772.12,294.88,0.4251,760.32,293.09,0.6577,774.64,302.1,0.9763,751.53,298.52,0.9903,779.86,316.86,0.9138,739.78,306.34,0.9697,777.26,325.6,0.8848,734.36,307.21,0.9448,768.4,330.48,0.9863,753.96,329.51,0.9915,770.34,349.81,0.9507,756.63,349.11,0.965,769.28,365.82,0.8751,757.97,365.19,0.9008
Moguls_Frauen_Final_1_17,9,1,725.98,276.41,785.48,381.99,0.713,765.68,299.84,0.9249,768.46,297.18,0.8669,763.48,296.52,0.8876,772.45,294.9,0.5715,758.6,292.9,0.668,774.77,303.18,0.9837,751.54,298.91,0.993,779.16,318.87,0.9266,738.26,306.64,0.9691,776.9,328.29,0.8997,730.6,309.72,0.9449,769.21,331.55,0.99,754.53,330.14,0.9936,774.13,350.07,0.9721,757.36,348.66,0.9789,778.76,371.69,0.9402,762.47,369.84,0.95
Moguls_Frauen_Final_1_17,10,1,726.4,274.88,791.25,389.24,0.6831,766.4,296.69,0.8903,768.87,294.22,0.7547,764.49,293.63,0.8405,771.8,293.39,0.3696,758.71,291.63,0.6361,773.04,302.44,0.9772,749.21,300.2,0.9904,780.03,316.54,0.9292,738.45,309.82,0.9726,775.94,324.59,0.9155,734.3,312.46,0.9556,768.33,334.82,0.9928,753.27,334.75,0.9952,772.97,360.71,0.9828,758.73,360.79,0.9869,782.71,381.17,0.9536,770.16,381.48,0.9618
Moguls_Frauen_Final_1_17,11,1,727.92,274.47,795.41,394.15,0.6152,763.29,295.69,0.8782,765.61,293.09,0.7329,761.06,293.12,0.8387,769.08,292.7,0.3572,756.12,292.53,0.6622,773.31,301.96,0.9699,747.45,302.34,0.9886,780.55,315.17,0.8933,738.0,315.48,0.9687,779.21,315.73,0.8717,744.24,314.65,0.9446,771.78,334.79,0.9864,755.02,335.53,0.9918,775.62,359.22,0.9625,756.35,359.65,0.9748,781.82,381.79,0.902,765.21,382.31,0.9267
Moguls_Frauen_Final_1_17,12,1,730.7,275.54,794.55,390.07,0.6694,762.18,298.79,0.8942,764.19,295.8,0.7381,759.53,295.96,0.8669,767.2,294.67,0.3654,754.01,294.61,0.7565,769.32,305.0,0.9773,747.48,304.3,0.9919,776.57,318.8,0.8852,740.91,314.81,0.971,773.14,319.48,0.8607,753.49,308.06,0.947,767.63,341.73,0.9815,753.55,342.29,0.9895,769.39,361.4,0.9218,758.22,362.04,0.952,772.47,377.36,0.7951,766.33,378.35,0.8514
