video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Männer_Final_1 - 08,0,1,557.66,252.92,651.21,386.75,0.802,608.25,276.56,0.9087,609.65,273.94,0.7381,605.71,272.97,0.8311,609.48,272.6,0.4796,598.52,270.99,0.6935,612.86,286.96,0.9813,586.18,278.8,0.9829,628.94,301.82,0.9448,569.68,285.71,0.9569,641.47,294.81,0.9227,568.1,292.1,0.9371,599.13,328.86,0.9869,583.33,326.02,0.9878,608.41,350.94,0.9569,599.01,346.99,0.961,608.74,374.85,0.8547,600.34,371.26,0.8598
Moguls_Männer_Final_1 - 08,1,1,558.6,253.0,642.8,373.35,0.8427,600.98,278.94,0.9079,604.07,276.28,0.8489,598.95,275.7,0.8541,608.8,273.69,0.5464,595.3,272.01,0.5663,613.02,280.29,0.9854,585.57,279.28,0.9915,626.05,286.0,0.9626,571.39,288.96,0.9761,638.16,285.56,0.9511,566.71,297.0,0.9605,601.33,315.23,0.9922,584.8,314.52,0.9941,600.07,337.63,0.9693,584.47,336.74,0.973,597.4,357.92,0.8982,584.13,356.92,0.9071
Moguls_Männer_Final_1 - 08,2,1,556.08,248.4,647.5,379.27,0.8248,601.27,273.31,0.9622,604.04,270.38,0.8883,598.53,270.31,0.9152,608.4,267.08,0.6591,593.34,267.15,0.7389,615.75,273.95,0.9896,582.43,277.5,0.9903,628.96,274.38,0.961,567.95,291.35,0.9651,631.57,272.51,0.9317,567.73,299.46,0.9396,604.04,315.19,0.9911,583.02,315.48,0.9914,603.39,342.64,0.9732,581.69,339.71,0.9748,599.33,366.59,0.9175,583.69,361.74,0.9202
Moguls_Männer_Final_1 - 08,3,1,552.1,243.86,652.26,388.19,0.7967,601.5,268.12,0.9622,603.97,264.81,0.9002,598.1,264.73,0.9273,607.47,261.94,0.675,591.37,262.32,0.7799,614.76,269.08,0.9867,581.57,276.34,0.9895,630.72,268.3,0.9487,568.54,292.53,0.96,635.08,268.03,0.9205,571.17,298.99,0.9318,608.01,314.23,0.9885,587.46,316.32,0.9895,602.48,344.45,0.9583,582.45,343.92,0.9616,589.43,372.01,0.8537,579.45,368.05,0.859
Moguls_Männer_Final_1 - 08,4,1,550.17,240.53,653.37,390.52,0.8485,597.36,264.75,0.9677,600.14,261.42,0.9215,593.59,261.5,0.9334,605.62,259.48,0.7139,587.62,260.24,0.7532,614.94,268.49,0.9872,582.82,274.01,0.9892,634.08,271.8,0.9494,570.99,288.86,0.96,629.86,271.96,0.9259,571.28,301.03,0.9356,611.84,308.85,0.9904,591.39,310.61,0.9913,606.71,326.01,0.9756,584.13,330.57,0.9781,590.71,359.51,0.9251,575.28,366.3,0.9291
Moguls_Männer_Final_1 - 08,5,1,550.32,240.62,650.74,387.76,0.8678,593.4,265.5,0.9686,596.81,262.57,0.9262,590.02,262.3,0.9241,603.51,261.47,0.7652,585.31,261.36,0.7239,612.43,271.95,0.9919,581.39,276.27,0.9907,629.97,276.74,0.9645,571.59,293.85,0.9602,634.33,276.75,0.935,569.6,305.88,0.9286,608.56,311.26,0.9943,588.89,311.97,0.994,603.05,339.5,0.9854,582.43,339.83,0.9851,590.67,365.89,0.9525,577.48,367.25,0.952
Moguls_Männer_Final_1 - 08,6,1,553.52,242.68,645.73,378.08,0.8726,593.13,267.26,0.9594,596.68,264.11,0.9108,590.64,264.27,0.9047,603.56,262.89,0.7391,587.11,263.03,0.6902,611.66,272.59,0.9891,581.99,277.0,0.9889,631.18,280.3,0.9629,569.72,291.45,0.9615,630.0,285.26,0.9439,566.74,304.12,0.9408,607.83,307.87,0.9925,588.54,310.11,0.9922,609.49,322.26,0.9796,582.88,329.86,0.9805,602.91,347.64,0.9355,578.47,359.68,0.938
Moguls_Männer_Final_1 - 08,7,1,559.26,245.8,642.85,368.9,0.8524,599.45,271.03,0.9561,601.82,268.21,0.8994,596.89,268.09,0.8918,605.94,266.2,0.7178,592.04,266.08,0.6763,616.47,275.67,0.9897,585.24,276.82,0.9867,633.31,286.6,0.9652,572.21,288.12,0.9525,623.34,288.51,0.9447,570.99,290.26,0.9318,610.7,311.97,0.9889,591.23,311.62,0.9871,608.09,329.64,0.9657,588.61,329.91,0.9626,598.45,353.44,0.888,585.06,353.3,0.8845
Moguls_Männer_Final_1 - 08,8,1,560.14,244.51,639.34,360.77,0.858,596.56,268.65,0.916,599.17,265.38,0.9287,594.9,265.24,0.7303,606.91,262.1,0.8379,594.02,261.9,0.2267,620.33,272.0,0.991,590.55,269.07,0.9841,632.19,286.37,0.9858,576.19,275.68,0.9377,626.5,295.14,0.9775,568.27,278.05,0.9291,612.98,308.8,0.9945,595.08,306.68,0.9923,613.23,328.94,0.9832,595.48,326.62,0.9711,606.42,347.74,0.9451,594.82,344.26,0.919
Moguls_Männer_Final_1 - 08,9,1,557.81,238.05,641.01,360.49,0.8566,605.73,260.71,0.9416,608.18,257.76,0.8742,603.51,257.65,0.8579,614.12,254.74,0.7256,601.35,254.66,0.6345,623.38,266.89,0.9883,596.24,260.76,0.9874,634.52,284.18,0.9634,577.41,264.25,0.9622,628.35,294.69,0.9373,566.07,266.98,0.9398,616.62,303.7,0.9915,599.55,300.64,0.9916,617.48,328.66,0.9717,600.96,326.22,0.9728,616.1,350.32,0.9011,600.03,349.33,0.904
