video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Frauen_Final_1_15,0,1,585.95,220.22,659.66,335.71,0.8426,629.15,245.6,0.8903,630.47,242.65,0.6199,626.55,242.89,0.855,631.19,238.48,0.2926,619.69,238.67,0.7658,631.72,247.73,0.9507,610.1,244.8,0.9875,639.08,258.01,0.8533,595.56,248.16,0.974,643.71,260.99,0.8341,593.51,257.08,0.9563,629.29,285.54,0.9787,616.64,286.76,0.989,641.33,297.74,0.9557,634.88,302.61,0.9783,640.67,315.24,0.913,639.52,324.79,0.9446
Moguls_Frauen_Final_1_15,1,1,588.95,217.23,665.9,337.8,0.8097,629.56,247.8,0.9656,632.7,244.24,0.8932,625.86,244.5,0.9353,637.61,240.5,0.6063,619.05,240.88,0.7832,640.79,252.71,0.9825,612.09,251.59,0.99,651.28,263.96,0.9305,598.2,258.84,0.965,647.04,258.68,0.9061,596.79,260.47,0.9464,639.1,292.42,0.9795,621.63,294.0,0.9839,649.34,306.21,0.9404,637.5,311.66,0.9558,650.12,319.73,0.8529,646.13,329.1,0.8781
Moguls_Frauen_Final_1_15,2,1,592.04,215.33,671.57,340.05,0.7165,633.48,229.13,0.9174,635.94,226.7,0.8123,631.35,226.23,0.8844,638.72,227.28,0.4514,625.64,225.73,0.7089,641.62,238.96,0.9866,616.07,237.76,0.9944,650.34,252.48,0.9514,604.09,250.47,0.9823,652.8,257.37,0.9357,601.97,256.13,0.9675,639.98,274.36,0.9953,624.06,274.77,0.997,644.64,299.4,0.9872,630.85,299.74,0.9906,652.91,320.9,0.9638,641.52,321.2,0.9703
Moguls_Frauen_Final_1_15,3,1,593.86,214.13,675.2,342.02,0.6881,635.92,230.5,0.9311,638.13,227.88,0.8201,633.69,227.53,0.9046,640.64,228.12,0.4149,627.34,226.91,0.7539,642.65,240.01,0.9884,618.23,240.08,0.9959,653.05,253.08,0.9586,608.03,254.65,0.9878,654.81,255.03,0.9492,605.37,258.93,0.9776,642.78,278.57,0.996,628.14,279.75,0.9977,642.77,305.13,0.9878,635.42,306.4,0.9916,652.63,325.94,0.9599,649.94,327.67,0.9689
Moguls_Frauen_Final_1_15,4,1,597.94,215.86,679.54,344.32,0.6828,636.52,238.03,0.9358,638.95,235.29,0.8078,634.45,235.21,0.8806,641.24,233.74,0.5576,628.95,232.72,0.7554,644.32,246.03,0.9844,620.3,243.63,0.9907,655.94,261.72,0.9443,608.39,254.56,0.9709,661.34,262.54,0.9114,607.85,263.26,0.9468,646.1,283.29,0.9912,631.04,284.5,0.9929,653.3,311.44,0.9738,639.81,315.25,0.9802,664.1,328.42,0.9168,651.48,334.79,0.9318
Moguls_Frauen_Final_1_15,5,1,601.02,218.97,675.76,336.69,0.3912,638.64,241.6,0.4759,638.81,239.02,0.2696,637.97,238.89,0.3493,634.3,237.24,0.2686,636.33,236.97,0.4141,633.74,244.21,0.9571,632.34,244.17,0.9758,637.92,257.06,0.9142,622.17,256.89,0.9532,649.43,263.15,0.8832,622.44,263.09,0.9182,636.05,274.06,0.9883,636.33,274.36,0.9913,641.05,295.72,0.9693,638.66,295.37,0.9747,645.73,312.18,0.917,641.72,311.76,0.9278
Moguls_Frauen_Final_1_15,6,1,605.49,221.8,673.95,328.76,0.4878,637.02,247.56,0.8563,638.84,244.66,0.7141,634.63,245.03,0.8034,642.37,241.57,0.3588,630.56,242.2,0.6096,645.36,247.47,0.9752,624.08,247.79,0.9912,654.18,259.96,0.9356,610.06,257.93,0.982,665.36,269.04,0.9227,611.6,260.46,0.9681,644.35,276.77,0.9878,631.8,277.7,0.993,645.49,296.53,0.95,636.33,297.49,0.9676,645.97,309.71,0.8453,639.08,310.99,0.8853
Moguls_Frauen_Final_1_15,23,5,582.6,216.83,669.13,309.51,0.5175,640.02,230.64,0.9547,643.14,228.54,0.8494,638.0,227.83,0.9329,646.18,229.06,0.5374,632.35,226.8,0.8257,645.68,240.4,0.9723,623.55,237.28,0.9915,653.19,252.01,0.887,608.06,245.19,0.9737,659.99,255.93,0.8581,595.78,249.4,0.9525,636.58,266.95,0.9736,622.78,266.38,0.9846,643.45,275.19,0.9359,627.77,275.3,0.9643,640.88,295.09,0.8612,629.53,298.17,0.9049
Moguls_Frauen_Final_1_15,24,5,585.8,213.5,681.28,315.96,0.474,644.84,230.29,0.9451,647.3,228.03,0.8414,642.2,227.28,0.9379,649.61,229.21,0.414,635.25,226.76,0.839,649.96,240.07,0.9867,623.46,237.23,0.995,660.19,250.76,0.9289,607.26,248.27,0.9816,672.93,254.45,0.9039,606.45,256.02,0.9624,639.35,268.7,0.9821,622.92,267.97,0.9893,647.32,274.91,0.9154,632.03,274.49,0.9456,642.53,294.86,0.7929,631.42,294.82,0.8432
Moguls_Frauen_Final_1_15,25,5,591.18,209.89,695.73,322.5,0.7847,644.32,233.68,0.9217,646.88,230.88,0.7907,641.9,230.29,0.8958,649.82,227.85,0.3505,636.43,225.92,0.7312,651.23,235.04,0.9865,624.26,233.97,0.9944,663.37,243.73,0.9603,611.25,245.95,0.9864,683.11,252.16,0.9523,608.69,257.38,0.9765,641.63,270.42,0.9943,625.46,271.1,0.9963,656.7,290.57,0.9788,646.76,291.45,0.9858,653.38,308.25,0.9327,646.68,309.11,0.9493
Moguls_Frauen_Final_1_15,26,5,598.66,206.42,710.13,327.14,0.8188,649.58,226.38,0.9328,651.77,222.93,0.7941,646.51,223.42,0.8839,653.05,221.27,0.5485,638.68,222.54,0.778,653.92,232.88,0.9874,627.19,237.34,0.9901,671.03,243.92,0.9531,616.97,255.6,0.9654,691.26,249.33,0.9217,616.33,264.51,0.9381,645.8,267.73,0.9928,629.67,271.26,0.9933,661.58,290.99,0.9811,645.25,294.72,0.9834,666.2,308.4,0.9429,653.0,311.92,0.9472
Moguls_Frauen_Final_1_15,27,5,601.71,204.77,720.34,334.54,0.7135,651.77,223.35,0.9229,653.22,220.31,0.7345,649.11,220.84,0.8641,653.49,219.38,0.4519,641.01,220.31,0.7609,655.69,231.1,0.985,631.21,232.72,0.9897,674.66,240.65,0.949,624.41,246.79,0.9693,694.61,245.94,0.9197,620.97,261.66,0.9452,649.71,264.59,0.9926,634.55,266.08,0.9936,656.36,290.2,0.9828,640.91,289.95,0.9858,669.36,316.51,0.9511,652.69,314.63,0.9569
Moguls_Frauen_Final_1_15,28,5,603.48,204.7,723.08,337.2,0.6919,650.24,220.93,0.9586,652.45,217.99,0.8382,647.4,218.37,0.9326,653.74,218.5,0.527,639.79,218.91,0.8436,656.26,232.73,0.9863,630.13,234.48,0.9932,674.75,240.83,0.9373,625.21,249.1,0.9749,693.68,242.91,0.9041,625.44,262.64,0.9513,651.19,269.53,0.9906,634.81,271.15,0.9931,659.48,289.5,0.9784,641.47,288.71,0.9848,674.04,318.35,0.9436,656.04,316.27,0.9553
Moguls_Frauen_Final_1_15,29,5,602.63,207.59,712.59,332.31,0.4688,648.44,228.87,0.8778,650.38,226.04,0.6255,646.12,226.05,0.8773,652.61,224.96,0.2048,639.85,224.77,0.811,652.24,233.5,0.9631,631.69,235.75,0.9914,659.69,246.56,0.8017,627.0,255.17,0.973,658.71,251.72,0.7873,630.0,268.28,0.946,649.74,266.8,0.9858,636.4,268.58,0.9934,651.74,289.62,0.9696,638.04,291.39,0.9848,661.71,310.86,0.9358,648.7,313.64,0.9612
Moguls_Frauen_Final_1_15,36,8,579.38,200.41,680.03,313.78,0.6925,626.72,221.1,0.9268,629.23,218.29,0.8269,623.81,218.05,0.8223,634.58,216.69,0.6325,619.35,216.25,0.599,641.68,228.91,0.9871,612.6,225.35,0.986,651.8,248.48,0.9639,599.67,240.05,0.961,662.37,264.15,0.9415,602.92,251.38,0.9385,630.48,260.8,0.9919,612.26,258.46,0.9913,624.59,280.35,0.9757,604.91,276.49,0.9754,612.57,304.02,0.926,595.44,298.33,0.9265
Moguls_Frauen_Final_1_15,37,8,567.93,200.02,675.91,322.13,0.4612,625.26,224.44,0.9433,628.3,221.72,0.8763,622.45,220.94,0.8645,634.77,218.98,0.7051,618.26,217.49,0.6388,639.45,229.05,0.9889,614.76,224.08,0.9883,646.52,246.39,0.965,598.71,234.23,0.9654,652.65,262.33,0.9389,593.04,239.78,0.9425,629.46,257.52,0.9945,613.64,254.33,0.9944,624.71,284.63,0.9849,605.18,281.99,0.9855,606.52,309.25,0.9483,588.19,307.53,0.9504
Moguls_Frauen_Final_1_15,38,8,553.42,199.4,669.19,331.25,0.799,628.54,226.35,0.9365,630.94,223.76,0.8242,625.64,222.59,0.8822,634.86,220.83,0.5642,618.98,218.42,0.7257,637.52,230.72,0.9838,613.09,224.81,0.9902,643.38,245.74,0.9452,595.82,233.48,0.9739,646.21,261.56,0.9119,589.44,243.05,0.9521,625.86,261.65,0.9944,610.29,257.93,0.9956,619.9,292.17,0.9852,601.8,288.92,0.9891,596.81,315.53,0.953,581.19,313.43,0.9616
Moguls_Frauen_Final_1_15,39,8,548.35,200.71,663.05,332.8,0.6631,627.46,227.36,0.9285,630.21,224.77,0.7836,624.96,223.76,0.8991,634.06,222.41,0.4664,618.67,219.9,0.7729,635.43,231.87,0.9644,611.82,226.91,0.9894,639.22,245.81,0.878,594.89,236.14,0.9752,638.18,257.05,0.8353,584.14,248.57,0.9498,624.87,263.12,0.9869,608.91,260.26,0.9929,621.1,291.32,0.9662,597.34,290.45,0.9822,605.21,314.89,0.9089,580.53,318.08,0.9386
Moguls_Frauen_Final_1_15,40,8,548.66,204.4,653.83,326.79,0.7729,624.86,232.21,0.9388,628.23,229.57,0.8266,622.32,228.8,0.9045,633.43,226.31,0.5263,617.01,224.41,0.7451,632.83,234.36,0.965,610.25,230.83,0.9868,634.17,247.4,0.8803,592.29,240.73,0.9649,632.59,258.54,0.8401,578.45,254.48,0.9345,617.08,264.87,0.9796,602.02,262.58,0.9873,614.11,287.37,0.9498,593.53,287.18,0.9692,599.31,307.26,0.8829,579.44,311.27,0.9129
Moguls_Frauen_Final_1_15,41,8,556.18,208.06,650.42,319.31,0.849,624.41,231.48,0.8648,627.23,229.17,0.6303,622.59,227.86,0.859,631.31,227.75,0.221,618.72,224.31,0.7487,630.62,235.46,0.962,609.63,230.62,0.9929,632.83,248.52,0.8375,591.83,243.44,0.9843,632.21,253.99,0.8322,581.64,261.93,0.9678,612.91,263.52,0.9898,599.64,260.87,0.9956,619.34,287.24,0.978,604.64,284.77,0.99,603.49,307.69,0.9476,587.6,305.14,0.971
Moguls_Frauen_Final_1_15,51,9,592.53,192.13,665.43,326.97,0.6809,629.35,207.45,0.8841,632.31,205.14,0.7193,627.34,204.34,0.8608,635.74,206.59,0.3169,622.52,204.32,0.7082,636.88,220.33,0.9713,614.59,217.46,0.9918,644.3,236.22,0.8948,605.09,230.89,0.9811,652.5,243.87,0.8762,600.5,237.11,0.9632,631.12,260.2,0.9906,617.36,259.5,0.9952,636.53,288.84,0.9709,624.62,288.02,0.9839,642.98,311.37,0.9165,628.96,310.2,0.9452
Moguls_Frauen_Final_1_15,52,9,596.66,193.43,662.83,315.23,0.536,629.37,210.12,0.9003,631.6,207.91,0.7426,627.45,207.48,0.8911,634.1,208.57,0.3275,622.3,207.01,0.7746,635.16,219.78,0.9761,613.03,218.04,0.9932,643.36,235.27,0.8959,603.27,232.72,0.9819,655.86,246.71,0.8693,601.94,242.69,0.9615,629.95,252.44,0.9904,615.96,252.19,0.9951,632.23,277.56,0.9706,615.26,277.29,0.9835,641.13,297.42,0.9263,620.25,297.39,0.9512
Moguls_Frauen_Final_1_15,53,9,601.34,194.68,661.82,304.88,0.5436,625.59,215.7,0.9305,628.3,212.76,0.8602,623.06,212.81,0.8966,632.7,211.2,0.5224,618.78,211.03,0.6906,635.55,221.3,0.9855,611.63,221.09,0.9931,645.43,235.67,0.9462,600.59,234.51,0.9767,660.46,251.66,0.9266,602.67,245.03,0.9569,631.32,257.48,0.9894,616.63,257.94,0.9929,635.09,280.47,0.9534,620.08,280.82,0.9651,636.41,296.51,0.8564,621.19,296.93,0.8833
Moguls_Frauen_Final_1_15,54,9,605.82,196.73,659.21,292.04,0.7665,624.94,213.72,0.9205,626.86,211.05,0.7943,622.26,211.31,0.9152,629.45,211.07,0.3858,617.13,211.33,0.8175,632.02,221.94,0.9822,609.18,222.99,0.9943,643.75,233.34,0.9099,599.75,237.97,0.9818,660.5,244.22,0.8829,605.55,250.44,0.9606,626.54,254.72,0.9857,612.43,255.43,0.9922,629.36,272.26,0.9357,613.88,272.84,0.9629,627.16,285.68,0.8339,613.05,286.89,0.8873
Moguls_Frauen_Final_1_15,55,9,602.3,192.97,660.89,295.94,0.786,618.98,213.78,0.8976,621.05,210.89,0.7908,616.33,211.26,0.8638,625.03,208.82,0.4332,612.04,209.58,0.6833,629.22,215.83,0.9844,605.19,218.65,0.9922,643.57,224.57,0.9424,596.76,235.3,0.9747,661.24,231.75,0.9232,600.38,249.33,0.9532,623.88,246.63,0.9915,609.29,247.96,0.9941,625.82,260.04,0.9741,610.11,261.17,0.9807,624.04,278.99,0.9353,609.78,280.7,0.9483
Moguls_Frauen_Final_1_15,56,9,599.13,189.53,658.57,292.03,0.595,614.58,211.8,0.8742,617.05,208.88,0.764,612.28,209.07,0.8311,622.07,205.92,0.4206,609.65,206.33,0.6264,627.27,211.53,0.9779,603.42,214.25,0.9904,640.89,216.63,0.9252,593.02,228.92,0.9739,657.39,216.29,0.9097,594.82,241.57,0.9539,622.07,242.1,0.99,608.3,243.21,0.9936,622.49,257.72,0.9728,611.77,258.38,0.9812,617.18,274.01,0.9325,610.95,274.65,0.949
Moguls_Frauen_Final_1_15,57,9,591.39,183.31,654.79,291.16,0.5224,612.03,202.48,0.8354,614.6,199.7,0.6942,609.8,199.65,0.7953,619.23,197.89,0.3572,606.97,197.68,0.6009,624.26,205.32,0.9693,599.97,207.23,0.989,636.26,211.63,0.9061,589.36,222.84,0.9757,648.6,211.4,0.8925,592.11,238.53,0.9561,619.47,238.43,0.9897,604.76,239.11,0.9941,619.29,259.1,0.974,604.45,259.18,0.9837,614.74,277.55,0.9367,602.16,277.49,0.9553
Moguls_Frauen_Final_1_15,58,9,585.24,176.38,655.51,294.46,0.6281,610.35,198.2,0.9576,613.05,195.48,0.8854,607.59,195.2,0.9037,617.26,193.66,0.6652,602.22,193.1,0.7328,622.5,201.25,0.9895,594.75,203.91,0.9906,637.22,205.39,0.9633,583.61,220.74,0.9678,652.16,204.78,0.9419,589.1,233.3,0.9478,616.49,232.93,0.9922,598.68,233.87,0.9921,618.54,253.06,0.9801,598.98,252.34,0.9817,611.29,281.11,0.9394,594.75,278.88,0.9443
Moguls_Frauen_Final_1_15,59,9,579.39,170.25,655.28,296.49,0.5372,607.77,197.52,0.9264,610.49,194.46,0.8126,604.6,194.2,0.8652,615.08,190.2,0.5652,598.14,189.87,0.6889,619.16,194.98,0.979,591.61,197.23,0.9853,632.96,200.28,0.9402,579.08,211.42,0.962,648.32,201.73,0.914,580.61,224.89,0.937,616.19,227.72,0.9895,598.65,229.11,0.991,614.4,254.98,0.9705,594.77,258.18,0.9753,604.51,276.99,0.9067,589.1,282.22,0.9151
Moguls_Frauen_Final_1_15,60,9,572.02,164.87,652.44,298.56,0.8415,601.31,184.07,0.9047,603.89,181.52,0.7745,598.56,181.36,0.8011,609.22,181.03,0.5938,594.67,181.02,0.6106,617.01,191.1,0.9828,589.21,193.28,0.9862,631.05,196.61,0.9535,575.86,208.02,0.9657,642.32,195.68,0.9258,576.13,224.78,0.9383,615.51,231.9,0.9937,597.5,232.71,0.9943,610.58,262.31,0.9796,590.44,264.13,0.9822,601.28,282.3,0.929,584.32,285.79,0.934
Moguls_Frauen_Final_1_15,61,9,564.65,160.62,648.75,301.16,0.8363,600.63,187.78,0.8968,602.34,184.92,0.732,597.56,184.87,0.8061,606.37,181.15,0.5099,592.19,181.68,0.6426,613.46,187.32,0.9801,587.13,190.24,0.9873,626.38,194.55,0.9469,574.97,207.15,0.9715,636.97,194.72,0.9191,574.44,223.7,0.9479,613.32,225.53,0.9947,596.39,226.76,0.9958,610.06,257.71,0.986,592.36,260.53,0.9892,595.39,281.74,0.9536,581.3,287.0,0.9602
Moguls_Frauen_Final_1_15,62,9,557.62,156.53,644.48,303.04,0.7979,597.31,185.47,0.9448,599.82,182.36,0.8627,593.82,182.17,0.8891,605.26,178.65,0.6415,588.51,178.87,0.6988,611.51,186.71,0.9844,585.34,188.4,0.9877,623.75,195.11,0.9455,573.42,204.15,0.9626,632.17,198.14,0.9117,571.89,220.22,0.9324,609.07,225.93,0.993,592.14,226.27,0.9939,604.8,260.02,0.9814,587.59,261.84,0.9842,589.28,285.24,0.9397,575.18,289.34,0.9451
