video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Männer_Final_2_07,0,1,621.91,247.12,710.98,361.8,0.8292,660.12,267.99,0.9593,663.07,264.76,0.9029,657.45,265.0,0.9187,667.98,263.84,0.7095,653.85,264.15,0.761,675.66,277.81,0.9864,643.99,277.02,0.9878,691.93,287.77,0.9451,626.91,290.36,0.9536,701.6,281.1,0.9172,638.85,301.85,0.9237,664.69,319.75,0.9802,645.29,319.82,0.9806,663.73,343.39,0.9101,647.27,343.08,0.9163,664.19,358.23,0.7152,650.35,355.64,0.7264
Moguls_Männer_Final_2_07,1,1,619.6,245.46,709.74,361.5,0.7741,660.53,265.35,0.9701,663.31,262.2,0.9108,657.5,262.49,0.947,666.83,261.1,0.6659,651.54,261.46,0.8308,672.87,272.71,0.9861,640.33,276.37,0.9909,690.09,277.53,0.9367,625.22,291.83,0.9623,696.89,275.95,0.901,636.23,299.03,0.9329,662.46,315.47,0.978,642.51,317.25,0.9811,661.09,345.41,0.8994,644.0,347.56,0.9164,656.18,360.84,0.6871,644.83,360.84,0.7138
Moguls_Männer_Final_2_07,2,1,610.13,239.01,706.55,363.91,0.7982,658.01,259.0,0.9693,661.07,255.74,0.9218,654.7,256.2,0.9412,665.46,254.77,0.709,648.39,255.54,0.7951,671.06,266.35,0.9876,639.75,269.24,0.9893,687.1,271.89,0.9481,624.34,280.44,0.9563,687.42,267.14,0.9214,626.98,284.0,0.9305,662.0,306.56,0.9854,642.47,307.93,0.9859,658.01,336.91,0.9407,639.58,340.43,0.9447,655.32,356.64,0.7929,640.45,359.92,0.7999
Moguls_Männer_Final_2_07,3,1,603.98,232.88,707.18,367.76,0.7974,655.56,251.64,0.9703,658.44,248.6,0.9269,652.43,248.55,0.9337,662.7,248.07,0.7461,646.72,247.94,0.7706,671.08,261.94,0.9914,637.52,262.64,0.9903,687.32,272.75,0.9638,621.59,276.55,0.9589,686.61,272.18,0.9378,626.16,281.43,0.932,661.55,307.95,0.9905,640.59,307.69,0.9897,655.47,344.64,0.9539,635.13,344.52,0.9519,649.41,366.29,0.8121,632.15,364.23,0.8073
Moguls_Männer_Final_2_07,4,1,597.64,228.28,706.63,372.65,0.8834,655.27,248.15,0.9678,657.75,244.8,0.917,651.71,244.97,0.9271,662.25,243.91,0.7307,645.85,244.67,0.7637,672.78,258.75,0.9919,637.87,260.5,0.9922,684.82,275.38,0.9652,621.75,278.74,0.9682,671.92,282.48,0.9392,625.21,284.55,0.9447,663.62,304.64,0.9936,641.64,304.11,0.9937,655.87,336.63,0.9742,633.69,336.58,0.9756,640.28,360.36,0.8985,623.51,358.76,0.902
Moguls_Männer_Final_2_07,5,1,592.82,226.42,703.81,375.67,0.8781,655.49,247.3,0.9697,657.81,244.1,0.9173,651.76,244.15,0.932,662.04,243.98,0.7171,645.31,244.54,0.7739,671.96,260.27,0.9915,638.97,260.74,0.9927,681.32,276.81,0.9631,622.88,277.02,0.9709,665.46,286.15,0.9366,619.12,288.9,0.9481,663.7,305.53,0.9933,642.79,304.02,0.9938,653.07,336.74,0.9737,631.26,335.28,0.9763,637.31,363.54,0.8971,619.03,360.95,0.9037
Moguls_Männer_Final_2_07,6,1,590.94,227.43,699.39,375.18,0.875,653.49,250.33,0.9697,655.97,247.04,0.9215,649.88,247.29,0.9301,660.54,246.68,0.7389,644.05,247.62,0.7651,669.78,262.62,0.9917,638.46,263.66,0.9923,680.56,280.43,0.9637,623.25,280.86,0.9675,667.73,290.81,0.9364,614.92,291.23,0.943,661.92,305.09,0.9925,642.47,304.07,0.9928,653.0,335.65,0.9725,633.98,334.66,0.9742,641.9,363.54,0.8943,626.62,361.65,0.8989
Moguls_Männer_Final_2_07,7,1,590.99,231.42,693.76,372.45,0.8844,652.05,255.42,0.9675,654.7,252.18,0.9258,648.59,252.43,0.9214,659.77,251.89,0.7719,643.57,252.81,0.7369,669.77,268.42,0.9917,638.19,268.33,0.9906,680.49,288.7,0.9635,621.33,285.43,0.9572,662.21,294.98,0.9332,610.03,294.03,0.9273,661.74,311.07,0.9899,642.28,309.6,0.9893,653.58,343.01,0.9574,636.93,341.55,0.956,645.66,362.95,0.8381,633.96,360.62,0.8362
Moguls_Männer_Final_2_07,8,1,601.37,237.39,694.89,368.0,0.685,651.56,260.51,0.9647,654.45,257.21,0.9538,648.38,257.53,0.922,659.72,256.7,0.8154,643.74,257.55,0.6263,669.53,271.46,0.9941,637.0,270.81,0.9954,679.69,292.34,0.9728,622.57,285.21,0.9693,668.2,297.29,0.9518,615.51,282.77,0.9444,661.54,312.25,0.9885,641.43,311.59,0.9898,657.42,330.9,0.9266,639.74,330.33,0.9213,650.83,353.58,0.7593,642.61,353.02,0.7484
Moguls_Männer_Final_2_07,9,1,605.94,241.56,695.62,368.52,0.6582,656.09,263.02,0.9612,658.5,260.12,0.8984,652.93,260.19,0.9252,662.09,260.0,0.6689,646.3,259.97,0.773,670.98,274.0,0.9851,638.58,272.61,0.9892,683.27,292.06,0.9396,624.09,283.56,0.9598,669.32,299.95,0.9069,619.83,280.25,0.9363,668.47,312.07,0.9822,648.06,311.32,0.9848,665.94,343.75,0.927,645.8,344.06,0.9386,663.65,366.8,0.7496,648.12,366.72,0.7728
Moguls_Männer_Final_2_07,10,1,605.12,241.02,695.77,369.32,0.7789,656.3,261.46,0.9683,659.69,258.57,0.9229,653.46,258.37,0.9328,664.97,258.25,0.7399,648.0,257.5,0.765,673.61,272.02,0.9892,640.18,270.61,0.9909,690.37,289.91,0.9538,624.47,281.49,0.9632,682.44,299.26,0.9237,616.1,278.54,0.9398,668.97,309.33,0.9885,647.92,308.86,0.9893,671.51,336.92,0.9572,647.34,338.73,0.9625,670.4,359.25,0.8489,650.45,362.91,0.8616
Moguls_Männer_Final_2_07,11,1,609.8,238.38,702.34,371.4,0.7521,660.88,258.68,0.9665,663.61,255.63,0.9093,657.89,255.73,0.9346,667.17,254.72,0.6875,651.06,254.44,0.7968,674.25,268.35,0.9891,642.08,267.1,0.9911,690.12,284.96,0.9516,628.95,277.42,0.9637,688.06,298.65,0.9171,628.2,279.26,0.9381,670.91,307.19,0.9892,650.84,307.38,0.9901,673.9,336.53,0.9604,653.63,337.92,0.9656,677.19,358.15,0.8651,661.05,358.96,0.8773
