video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Männer_Final_2_02,0,1,637.56,252.86,730.57,407.95,0.8214,688.49,276.76,0.9729,691.49,273.25,0.9237,684.18,273.09,0.9336,696.98,271.84,0.7282,677.26,272.25,0.7623,707.83,288.37,0.9923,671.61,289.25,0.9928,722.57,309.53,0.9636,657.81,309.19,0.9683,714.21,315.63,0.9394,648.89,313.85,0.948,704.1,335.18,0.9922,682.08,334.86,0.9925,706.61,362.33,0.977,688.57,360.8,0.9791,693.2,390.29,0.9213,685.33,388.5,0.928
Moguls_Männer_Final_2_02,1,1,629.36,255.57,733.92,430.09,0.8587,690.25,279.3,0.9751,693.33,275.88,0.9241,686.35,275.91,0.9364,698.29,274.33,0.7244,679.44,274.72,0.7701,708.78,291.4,0.9935,671.41,290.39,0.9946,723.45,312.37,0.9709,655.77,302.86,0.9764,716.56,321.62,0.9489,641.76,303.23,0.9579,703.88,340.86,0.9956,680.8,339.98,0.9959,705.36,379.99,0.9873,683.09,377.55,0.9887,704.97,407.34,0.9531,687.31,404.39,0.9579
Moguls_Männer_Final_2_02,2,1,630.16,252.81,734.24,426.61,0.8298,689.03,276.15,0.9754,693.15,272.15,0.934,685.23,272.29,0.9336,699.9,271.1,0.7473,679.52,271.17,0.7378,709.23,289.61,0.9915,670.59,284.45,0.9931,726.24,312.54,0.9635,651.95,293.6,0.9686,716.69,317.2,0.9392,641.24,301.64,0.9452,702.78,333.11,0.9925,678.47,331.47,0.9928,710.49,366.75,0.9802,687.51,366.09,0.9825,717.37,394.21,0.9327,697.89,396.26,0.9407
Moguls_Männer_Final_2_02,3,1,633.54,248.78,737.9,423.45,0.807,689.81,271.69,0.9746,694.15,267.83,0.937,686.2,268.17,0.928,701.26,267.12,0.7855,680.58,267.45,0.7147,711.29,287.3,0.9943,669.03,283.27,0.9928,728.63,310.73,0.9758,647.55,294.25,0.9652,720.54,317.35,0.9573,644.1,304.22,0.9451,704.68,332.9,0.9958,678.88,332.49,0.9952,711.08,367.99,0.9894,686.92,369.59,0.9885,724.12,396.5,0.9636,703.21,400.67,0.9627
Moguls_Männer_Final_2_02,4,1,637.28,246.76,745.01,427.47,0.889,687.08,269.44,0.9718,691.76,265.45,0.9446,683.99,265.9,0.8905,699.25,265.03,0.8539,679.35,265.37,0.6075,709.37,286.32,0.9974,666.47,283.74,0.9914,727.18,310.96,0.9904,648.79,300.7,0.9505,719.05,316.42,0.9791,659.97,310.68,0.9299,702.62,335.19,0.9983,676.61,335.56,0.9968,703.43,373.43,0.9961,682.72,375.38,0.9929,724.28,406.62,0.9843,709.09,408.62,0.9778
Moguls_Männer_Final_2_02,5,1,639.64,247.0,748.59,430.0,0.8952,687.97,271.65,0.9715,692.5,267.29,0.9299,684.53,267.91,0.9113,699.0,266.58,0.7731,678.51,267.35,0.6858,707.7,286.0,0.9946,665.34,285.13,0.9928,724.98,309.95,0.9786,649.69,302.14,0.9622,721.18,317.87,0.9557,655.31,308.06,0.9315,703.53,336.23,0.9967,676.88,337.41,0.9957,708.59,376.44,0.9918,685.24,378.21,0.9901,729.79,411.43,0.9682,711.7,412.93,0.9657
Moguls_Männer_Final_2_02,6,1,639.0,249.58,742.09,423.68,0.8818,687.19,276.59,0.9697,690.84,272.84,0.92,683.7,273.61,0.9191,696.63,271.26,0.7524,678.31,272.6,0.737,706.89,287.68,0.9942,666.01,289.44,0.9935,723.32,309.64,0.9755,649.97,308.08,0.9697,725.1,322.3,0.9553,662.01,310.73,0.9495,703.36,334.11,0.9961,678.76,336.7,0.9957,706.36,369.88,0.9895,686.47,374.99,0.989,714.44,395.92,0.963,702.57,401.29,0.9629
Moguls_Männer_Final_2_02,7,1,642.91,255.69,736.22,412.67,0.8782,686.96,281.5,0.9738,690.26,277.55,0.9275,683.38,278.6,0.9375,695.24,276.97,0.7399,676.98,278.61,0.7834,703.97,293.12,0.9931,665.74,294.24,0.9932,719.6,313.68,0.9692,649.19,309.54,0.9686,726.27,333.11,0.9444,657.27,314.97,0.9461,702.8,333.31,0.9936,678.49,335.38,0.9934,705.91,356.01,0.9824,677.14,357.97,0.9825,722.88,390.67,0.943,694.64,389.33,0.9445
Moguls_Männer_Final_2_02,8,1,642.69,259.99,731.77,409.79,0.7502,682.48,286.92,0.9704,686.06,282.98,0.915,678.46,283.87,0.9408,692.76,280.71,0.701,672.65,282.25,0.8014,701.33,296.14,0.9903,663.37,295.45,0.9936,717.53,318.85,0.9521,647.64,312.37,0.9734,718.71,330.45,0.9249,660.34,322.6,0.9533,695.98,334.89,0.9936,672.5,336.63,0.9947,702.23,354.89,0.9849,680.13,361.85,0.9886,702.56,379.97,0.9587,686.88,390.53,0.9658
Moguls_Männer_Final_2_02,9,1,637.37,257.94,733.59,420.98,0.8503,677.08,281.98,0.9711,680.81,278.13,0.9389,673.37,278.77,0.914,688.55,275.3,0.822,669.23,277.24,0.6842,700.96,288.69,0.9952,660.01,292.85,0.9904,720.74,303.31,0.9802,644.47,312.06,0.9532,711.58,310.39,0.9618,655.65,321.93,0.9293,690.51,336.6,0.9952,665.61,338.58,0.9931,695.55,367.57,0.9833,675.52,372.19,0.978,687.65,390.93,0.9342,678.5,396.14,0.9225
Moguls_Männer_Final_2_02,10,1,635.48,252.37,731.4,415.51,0.6268,675.83,275.53,0.9731,679.84,271.81,0.9392,672.29,272.2,0.9206,686.73,268.66,0.7778,666.71,270.09,0.6634,698.04,278.85,0.9919,657.62,285.34,0.9888,719.7,285.73,0.971,643.48,305.3,0.9523,717.2,291.33,0.9542,646.0,316.12,0.9334,686.8,323.73,0.9908,661.76,325.38,0.9885,682.91,355.09,0.9736,659.83,358.87,0.9696,675.5,382.13,0.911,661.03,387.44,0.9039
Moguls_Männer_Final_2_02,11,1,629.91,246.17,728.45,414.85,0.8706,671.91,268.59,0.9765,675.49,265.34,0.9437,668.2,265.02,0.9246,682.5,262.91,0.8146,662.42,263.06,0.6873,695.2,274.1,0.9963,655.84,277.92,0.9932,714.68,284.7,0.9849,641.75,299.49,0.9686,709.78,288.99,0.9684,637.73,313.43,0.9455,686.67,317.41,0.9976,661.86,316.7,0.9968,679.8,355.25,0.9932,650.71,352.01,0.9911,668.75,392.18,0.971,644.91,387.52,0.9662
Moguls_Männer_Final_2_02,12,1,622.35,241.7,725.49,420.15,0.8952,669.33,265.81,0.9612,672.35,262.08,0.9172,665.22,261.96,0.8941,679.46,259.67,0.7711,659.93,260.46,0.656,692.43,272.62,0.9936,654.19,274.27,0.9903,709.58,289.62,0.9763,640.64,296.44,0.9619,705.56,293.07,0.956,635.97,311.03,0.9356,682.88,318.63,0.9968,658.95,317.42,0.9961,677.58,359.12,0.9893,652.45,355.94,0.9876,660.99,396.92,0.9522,640.79,392.83,0.9478
Moguls_Männer_Final_2_02,13,1,616.62,240.18,717.04,414.03,0.8865,664.91,265.72,0.969,668.19,261.77,0.9209,660.38,261.66,0.9195,674.83,259.51,0.7483,653.61,260.07,0.7278,687.99,274.5,0.9938,648.49,276.16,0.9931,704.95,293.23,0.9724,634.86,300.49,0.9708,697.51,294.25,0.9512,629.25,315.45,0.9485,679.48,320.22,0.9966,654.72,318.7,0.9963,672.48,358.47,0.9898,646.73,354.65,0.99,654.45,389.98,0.959,634.88,385.02,0.961
Moguls_Männer_Final_2_02,14,1,612.88,241.48,708.66,405.91,0.8834,660.18,269.06,0.9653,663.83,265.53,0.9164,656.51,265.27,0.9132,671.08,263.55,0.7491,651.18,263.49,0.7113,682.3,276.66,0.9918,646.09,279.66,0.992,701.22,293.75,0.9648,630.23,303.74,0.9669,697.95,298.22,0.9421,621.82,317.64,0.944,675.74,314.9,0.9942,653.97,314.98,0.9942,670.05,346.34,0.9842,650.5,347.3,0.9854,651.72,374.9,0.9428,642.33,377.62,0.9471
Moguls_Männer_Final_2_02,15,1,609.72,243.95,701.14,398.23,0.9031,660.72,273.34,0.962,663.97,269.84,0.9119,656.83,269.19,0.908,670.75,267.24,0.7299,651.08,266.54,0.7023,682.33,280.19,0.9907,645.48,278.9,0.9907,697.62,297.83,0.9631,626.6,295.99,0.9654,688.83,303.48,0.941,614.63,307.04,0.9452,673.69,324.21,0.9932,651.24,322.06,0.9932,670.98,349.92,0.9775,650.25,346.61,0.9794,648.83,378.62,0.9183,638.75,375.24,0.9245
Moguls_Männer_Final_2_02,16,1,607.89,244.07,698.75,395.38,0.8986,661.36,269.14,0.9572,664.41,266.15,0.9045,657.89,265.15,0.8924,670.77,265.08,0.7386,652.87,263.56,0.6826,682.7,281.02,0.9916,644.85,274.4,0.9897,696.62,299.75,0.9669,621.79,285.33,0.9619,691.67,310.56,0.9417,613.3,300.39,0.9393,671.33,321.76,0.9933,648.77,317.57,0.9927,672.36,349.3,0.9762,653.03,342.15,0.9764,655.24,377.85,0.9107,644.33,369.28,0.9137
Moguls_Männer_Final_2_02,17,1,605.74,242.33,700.74,400.13,0.8895,664.01,266.4,0.9648,667.49,263.5,0.9042,660.77,262.43,0.9263,672.5,262.56,0.6855,653.73,260.04,0.7767,679.66,277.52,0.9907,642.48,270.23,0.9924,693.58,295.49,0.9591,620.19,279.92,0.9707,695.91,309.34,0.9304,613.42,293.32,0.9495,667.29,314.87,0.994,645.19,311.35,0.9946,667.48,347.23,0.9818,648.46,341.77,0.9847,659.86,382.91,0.9332,648.57,376.91,0.9415
Moguls_Männer_Final_2_02,18,1,599.81,240.51,707.2,421.66,0.8705,664.47,263.27,0.9755,668.24,260.1,0.9222,661.12,259.27,0.9354,672.96,260.03,0.6951,653.85,257.64,0.754,678.84,278.82,0.9933,639.99,271.97,0.9919,692.89,298.93,0.9723,616.1,281.62,0.9665,695.04,309.8,0.9518,614.52,290.74,0.9483,664.77,327.5,0.9939,641.13,325.0,0.9935,663.26,367.73,0.9831,645.24,364.77,0.9822,660.23,402.03,0.9344,647.3,398.42,0.9334
Moguls_Männer_Final_2_02,19,1,601.87,241.37,705.64,417.47,0.8807,665.02,268.16,0.9728,669.1,264.83,0.9165,662.0,264.46,0.9384,674.17,263.09,0.6933,655.28,261.28,0.7929,678.04,279.63,0.9926,639.23,272.58,0.9937,691.64,299.67,0.9677,614.85,280.24,0.9724,696.13,312.29,0.9456,619.87,288.59,0.9531,661.42,323.41,0.9951,637.88,321.66,0.9951,663.01,361.05,0.9862,642.89,360.69,0.9872,667.86,393.98,0.9481,652.21,394.33,0.9514
Moguls_Männer_Final_2_02,20,1,601.76,244.16,705.48,421.76,0.8948,665.11,272.34,0.9677,669.45,268.61,0.9039,661.79,268.58,0.9173,675.18,268.01,0.6788,654.93,266.78,0.7289,678.98,285.56,0.9926,637.7,278.32,0.9904,691.17,306.48,0.9721,614.01,288.62,0.9614,693.45,319.44,0.9531,627.7,303.38,0.9433,660.56,327.11,0.9951,634.7,325.54,0.9944,662.32,363.62,0.9893,640.64,363.06,0.9882,672.2,401.59,0.9644,654.46,400.59,0.9625
