video,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_conf,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Moguls_Männer_Final_2_05,0,1,460.36,281.65,537.06,424.4,0.8646,506.43,302.73,0.9478,509.82,300.09,0.8833,504.19,299.14,0.9281,513.5,300.76,0.5172,497.59,297.58,0.7522,515.91,315.21,0.9867,484.21,309.34,0.9941,525.42,336.54,0.9399,471.05,320.51,0.9766,529.08,349.57,0.9159,472.98,319.51,0.9556,505.48,353.63,0.9928,485.62,351.66,0.9953,502.96,383.38,0.9777,483.99,381.68,0.9829,512.67,407.66,0.9302,497.81,405.98,0.9412
Moguls_Männer_Final_2_05,1,1,463.98,283.65,538.7,422.4,0.8836,504.43,308.77,0.9635,508.61,305.51,0.9402,501.58,304.79,0.9334,514.53,304.32,0.7107,495.93,301.9,0.6702,519.38,317.39,0.9924,485.17,312.16,0.9955,528.72,340.92,0.9712,472.75,326.26,0.9807,533.29,352.78,0.9573,475.8,326.3,0.9662,508.8,353.99,0.995,487.78,351.83,0.9962,500.17,382.97,0.984,482.33,380.76,0.9853,507.41,406.76,0.9447,496.23,404.07,0.9466
Moguls_Männer_Final_2_05,2,1,465.97,283.67,540.48,421.62,0.8464,505.03,305.79,0.9625,508.12,302.51,0.9154,502.0,302.31,0.9109,512.58,301.81,0.7435,496.35,301.21,0.7211,519.86,318.16,0.9909,485.98,315.21,0.9868,530.73,337.38,0.9633,471.36,330.59,0.9422,531.09,337.6,0.9346,475.76,330.18,0.9108,506.14,358.66,0.9861,485.1,356.6,0.9826,502.51,391.72,0.9403,482.68,386.59,0.9294,501.78,411.03,0.7807,484.33,401.74,0.7631
Moguls_Männer_Final_2_05,3,1,463.28,280.37,542.69,427.54,0.8338,500.43,301.4,0.9621,503.82,297.93,0.9399,497.32,298.13,0.9308,510.01,296.77,0.7313,493.21,297.04,0.6742,517.73,311.35,0.9914,486.1,310.26,0.9947,529.14,330.87,0.9568,475.21,325.59,0.9717,534.94,337.56,0.9342,478.05,323.96,0.9486,506.53,354.01,0.9929,486.81,353.06,0.9947,500.08,382.99,0.975,479.32,382.01,0.9781,494.77,408.24,0.9208,476.57,407.19,0.9278
Moguls_Männer_Final_2_05,4,1,460.57,277.37,545.99,436.21,0.8257,499.3,300.24,0.9695,503.23,296.72,0.9454,496.19,296.51,0.901,510.03,294.79,0.8422,491.66,294.41,0.625,519.82,310.0,0.9952,483.57,309.46,0.9865,534.29,332.07,0.9819,471.91,326.21,0.9352,532.8,347.18,0.9605,474.64,320.15,0.9032,506.07,359.32,0.9946,482.96,357.74,0.9908,501.37,396.96,0.9771,475.06,394.16,0.9637,494.31,425.57,0.8967,471.64,419.54,0.8663
Moguls_Männer_Final_2_05,5,1,455.02,275.84,545.03,444.49,0.8524,500.01,300.63,0.9697,503.49,297.23,0.9407,496.55,296.73,0.8975,509.66,295.17,0.8317,491.89,294.58,0.6329,520.82,312.16,0.9959,482.67,309.36,0.9894,529.64,337.47,0.9838,468.86,326.95,0.9466,524.16,347.8,0.9633,473.7,321.26,0.9138,506.33,363.55,0.9962,482.15,360.39,0.9937,500.13,400.86,0.9865,473.62,393.01,0.9789,490.03,427.68,0.9441,468.06,414.5,0.9281
Moguls_Männer_Final_2_05,6,1,449.94,276.94,539.48,445.26,0.8771,500.0,302.77,0.967,503.6,299.22,0.9305,496.7,298.92,0.892,509.73,297.71,0.8026,492.25,297.51,0.6188,521.54,315.44,0.9944,481.26,313.33,0.9894,526.25,340.89,0.9813,466.35,330.64,0.9556,505.24,344.16,0.9643,476.03,324.51,0.9314,507.28,367.95,0.9952,481.22,365.5,0.9931,500.14,401.55,0.9826,470.93,397.9,0.9761,489.41,425.45,0.9323,465.04,419.89,0.9188
Moguls_Männer_Final_2_05,7,1,449.5,280.65,534.16,439.63,0.8641,498.55,309.38,0.9729,502.59,306.23,0.9443,495.11,305.41,0.9092,510.17,304.28,0.8286,490.63,302.95,0.6365,519.63,320.55,0.9953,482.6,316.33,0.9909,524.29,342.98,0.9831,468.68,333.93,0.9596,508.96,348.56,0.9679,476.84,344.38,0.9385,506.31,365.59,0.9964,482.35,362.11,0.9948,500.76,399.39,0.988,473.03,394.69,0.9838,486.91,422.53,0.9554,462.52,417.95,0.9469
Moguls_Männer_Final_2_05,8,1,454.98,286.24,530.39,427.77,0.8445,500.27,310.58,0.9609,503.64,307.86,0.9141,497.36,307.18,0.9051,509.53,307.42,0.7582,492.41,306.03,0.7039,515.77,321.63,0.9917,486.89,319.14,0.9901,521.57,341.09,0.9666,473.11,335.6,0.9599,508.51,347.87,0.9403,470.46,345.19,0.9338,506.96,354.21,0.9941,488.47,352.2,0.9935,502.55,384.07,0.9829,482.37,383.27,0.9824,489.98,405.81,0.9408,473.57,406.81,0.9407
Moguls_Männer_Final_2_05,9,1,458.22,291.01,528.5,422.13,0.7497,502.68,314.95,0.9634,505.76,311.45,0.9449,498.97,311.49,0.9232,510.93,310.42,0.7611,493.43,310.6,0.6321,518.64,323.77,0.9908,488.56,323.04,0.9933,523.74,343.8,0.9581,477.19,340.49,0.9593,510.57,349.61,0.9376,468.2,347.66,0.9355,510.67,361.44,0.9903,491.33,360.46,0.9913,508.59,375.76,0.9733,486.53,374.63,0.9712,498.81,397.9,0.9369,481.35,396.49,0.9337
