file,R,S,M,Y,C,L,MES_60,n_frames,duration_s
Moguls_Frauen_Final_1_20_HD_poses.csv,0.6710718120480785,0.5887565151824588,0.8862301510852909,0.8660648216664205,0.23461850624370784,0.6846846846846847,39.31426490910641,112,4.5
Moguls_Frauen_Final_1_23_HD_poses.csv,0.7248377102248825,0.6292903718671706,0.8550544178894102,0.9794549266247328,0.03628864193351807,0.696969696969697,39.218957655094115,166,6.6
Moguls_Frauen_Final_2_06_HD_poses.csv,0.9101899581260582,0.5192409533962559,0.8796336509330045,0.9038854805725991,0.12563565214239034,0.5629139072847682,39.01499602455076,152,6.1
Moguls_Frauen_Final_1_02_HD_poses.csv,0.8461367317896218,0.5173094415263716,0.8610813777771518,0.8061085693087745,0.23140759334424943,0.6363636363636364,38.98407350109805,122,4.9
Moguls_Frauen_Final_1_10_HD_poses.csv,0.6464973963624709,0.689134897697786,0.8813645056300581,0.9092922581294651,0.14608362511021933,0.6260162601626016,38.98388943092601,124,5.0
Moguls_Männer_Final_2_19_HD_poses.csv,0.4808307841731271,0.6149760324379968,0.8779734105468058,0.8746634759198302,0.40510981487985065,0.6237623762376238,38.773158941952346,102,4.1
Moguls_Männer_Final_2_06_HD_poses.csv,0.5792749361614632,0.5647330775883588,0.8749158230321925,0.8734085121862536,0.34656310801028956,0.6218487394957983,38.60744196474356,120,4.8
Moguls_Frauen_Final_1_08_HD_poses.csv,0.634291166458812,0.6311431333878151,0.8844188824162457,0.7049913313258493,0.40568606851194144,0.5967741935483871,38.573047756490496,125,5.0
Moguls_Männer_Final_1_03_HD_poses.csv,0.6542637888551548,0.45667118236403537,0.8826462892661481,0.8254506239408349,0.3968295400835966,0.625,38.408614245097695,105,4.2
Moguls_Frauen_Final_1_05_HD_poses.csv,0.6587604295448073,0.4691049506224104,0.8956489069330029,0.9087058823529386,0.20997270009284752,0.6774193548387097,38.196122243847164,94,3.8
Moguls_Männer_Final_2_05_HD_poses.csv,0.701297259700187,0.43904214072528125,0.8714995517635266,0.923128792987181,0.21613688391647717,0.6621621621621622,38.13266791254815,75,3.0
Moguls_Frauen_Final_1_01_HD_poses.csv,0.6080816411546915,0.5083658089022243,0.8883595123576974,0.7749987667110654,0.3035477472413761,0.7142857142857143,37.976391906527695,85,3.4
Moguls_Männer_Final_1_22_HD_poses.csv,0.5256627956428657,0.5104602270217141,0.8615941780033007,0.9489653336882068,0.27391207971312304,0.6483516483516483,37.68946262420859,92,3.7
Moguls_Frauen_Final_1_15_HD_poses.csv,0.7059503550393722,0.48264982827854386,0.88347837866996,0.7242815668784461,0.34730898663382564,0.6130030959752322,37.5667221147538,324,13.0
Moguls_Männer_Final_1_19_HD_poses.csv,0.6186757767131674,0.7050783095721755,0.8771042500413476,0.5082289363792689,0.43750559103173753,0.6063829787234043,37.52975842461101,95,3.8
